,state,location,so2,no2,rspm,spm,date,New Date,year,month
64472,Delhi,Delhi,5.0,52.0,411.0,441.039979757085,11/28/2011,2017-11-28,2017,11
64516,Delhi,Delhi,4.0,40.0,236.0,441.039979757085,11/28/2011,2017-11-28,2017,11
64579,Delhi,Delhi,9.0,68.0,275.0,441.039979757085,11/28/2011,2017-11-28,2017,11
64619,Delhi,Delhi,5.0,39.0,232.0,441.039979757085,11/29/2011,2017-11-29,2017,11
64620,Delhi,Delhi,4.0,43.0,249.0,441.039979757085,11/29/2011,2017-11-29,2017,11
64621,Delhi,Delhi,8.0,95.0,210.0,441.039979757085,11/29/2011,2017-11-29,2017,11
64622,Delhi,Delhi,10.0,64.0,214.0,441.039979757085,11/29/2011,2017-11-29,2017,11
64658,Delhi,Delhi,5.0,52.0,193.0,441.039979757085,12/1/2011,2017-12-01,2017,12
64677,Delhi,Delhi,4.0,52.0,357.0,441.039979757085,12/1/2011,2017-12-01,2017,12
64741,Delhi,Delhi,6.0,93.0,432.0,441.039979757085,12/1/2011,2017-12-01,2017,12
64742,Delhi,Delhi,12.0,99.0,612.0,441.039979757085,12/1/2011,2017-12-01,2017,12
64743,Delhi,Delhi,5.0,76.0,331.0,441.039979757085,12/4/2011,2017-12-04,2017,12
64744,Delhi,Delhi,10.0,73.0,203.0,441.039979757085,12/4/2011,2017-12-04,2017,12
64780,Delhi,Delhi,4.0,48.0,,441.039979757085,12/5/2011,2017-12-05,2017,12
64781,Delhi,Delhi,5.0,74.0,335.0,441.039979757085,12/5/2011,2017-12-05,2017,12
64792,Delhi,Delhi,2.0,51.0,361.0,441.039979757085,12/5/2011,2017-12-05,2017,12
64832,Delhi,Delhi,2.0,56.0,233.0,441.039979757085,12/5/2011,2017-12-05,2017,12
64841,Delhi,Delhi,4.0,42.0,171.0,441.039979757085,12/7/2011,2017-12-07,2017,12
64842,Delhi,Delhi,5.0,57.0,217.0,441.039979757085,12/7/2011,2017-12-07,2017,12
64869,Delhi,Delhi,4.0,22.0,41.0,441.039979757085,12/8/2011,2017-12-08,2017,12
64894,Delhi,Delhi,4.0,34.0,73.0,441.039979757085,12/8/2011,2017-12-08,2017,12
64895,Delhi,Delhi,4.0,35.0,122.0,441.039979757085,12/9/2011,2017-12-09,2017,12
64896,Delhi,Delhi,4.0,34.0,70.0,441.039979757085,12/9/2011,2017-12-09,2017,12
64897,Delhi,Delhi,4.0,43.0,125.0,441.039979757085,12/10/2011,2017-12-10,2017,12
64912,Delhi,Delhi,5.0,53.0,,441.039979757085,12/10/2011,2017-12-10,2017,12
64913,Delhi,Delhi,2.0,78.0,126.0,441.039979757085,12/10/2011,2017-12-10,2017,12
64960,Delhi,Delhi,11.0,73.0,253.0,441.039979757085,12/10/2011,2017-12-10,2017,12
64961,Delhi,Delhi,5.0,54.0,281.0,441.039979757085,12/12/2011,2017-12-12,2017,12
64978,Delhi,Delhi,4.0,48.0,465.0,441.039979757085,12/12/2011,2017-12-12,2017,12
65016,Delhi,Delhi,22.0,109.0,476.0,441.039979757085,12/12/2011,2017-12-12,2017,12
65027,Delhi,Delhi,4.0,44.0,269.0,441.039979757085,12/13/2011,2017-12-13,2017,12
65042,Delhi,Delhi,6.0,58.0,234.0,441.039979757085,12/13/2011,2017-12-13,2017,12
65043,Delhi,Delhi,5.0,48.0,281.0,441.039979757085,12/14/2011,2017-12-14,2017,12
65044,Delhi,Delhi,4.0,32.0,184.0,441.039979757085,12/14/2011,2017-12-14,2017,12
65045,Delhi,Delhi,4.0,40.0,252.0,441.039979757085,12/15/2011,2017-12-15,2017,12
65093,Delhi,Delhi,4.0,47.0,519.0,441.039979757085,12/15/2011,2017-12-15,2017,12
65108,Delhi,Delhi,4.0,45.0,405.0,441.039979757085,12/16/2011,2017-12-16,2017,12
65154,Delhi,Delhi,5.0,52.0,462.0,441.039979757085,12/16/2011,2017-12-16,2017,12
65194,Delhi,Delhi,14.0,138.0,296.0,441.039979757085,12/16/2011,2017-12-16,2017,12
65216,Delhi,Delhi,15.0,116.0,501.0,441.039979757085,12/16/2011,2017-12-16,2017,12
65217,Delhi,Delhi,19.0,140.0,344.0,441.039979757085,12/17/2011,2017-12-17,2017,12
65232,Delhi,Delhi,10.0,139.0,484.0,441.039979757085,12/17/2011,2017-12-17,2017,12
65233,Delhi,Delhi,15.0,128.0,507.0,441.039979757085,12/18/2011,2017-12-18,2017,12
65234,Delhi,Delhi,4.0,42.0,463.0,441.039979757085,12/19/2011,2017-12-19,2017,12
65235,Delhi,Delhi,4.0,42.0,474.0,441.039979757085,12/19/2011,2017-12-19,2017,12
65261,Delhi,Delhi,5.0,49.0,353.0,441.039979757085,12/20/2011,2017-12-20,2017,12
65262,Delhi,Delhi,5.0,53.0,251.0,441.039979757085,12/20/2011,2017-12-20,2017,12
65275,Delhi,Delhi,19.0,123.0,324.0,441.039979757085,12/20/2011,2017-12-20,2017,12
65308,Delhi,Delhi,4.0,51.0,211.0,441.039979757085,12/21/2011,2017-12-21,2017,12
65309,Delhi,Delhi,5.0,55.0,417.0,441.039979757085,12/21/2011,2017-12-21,2017,12
65320,Delhi,Delhi,25.0,134.0,384.0,441.039979757085,12/21/2011,2017-12-21,2017,12
65321,Delhi,Delhi,5.0,56.0,245.0,441.039979757085,12/22/2011,2017-12-22,2017,12
65353,Delhi,Delhi,10.0,132.0,285.0,441.039979757085,12/22/2011,2017-12-22,2017,12
65367,Delhi,Delhi,12.0,112.0,397.0,441.039979757085,12/22/2011,2017-12-22,2017,12
65404,Delhi,Delhi,4.0,51.0,251.0,441.039979757085,12/23/2011,2017-12-23,2017,12
65412,Delhi,Delhi,5.0,58.0,289.0,441.039979757085,12/23/2011,2017-12-23,2017,12
65413,Delhi,Delhi,21.0,112.0,397.0,441.039979757085,12/23/2011,2017-12-23,2017,12
65414,Delhi,Delhi,33.0,75.0,420.0,441.039979757085,12/24/2011,2017-12-24,2017,12
65415,Delhi,Delhi,4.0,45.0,496.0,441.039979757085,12/26/2011,2017-12-26,2017,12
65444,Delhi,Delhi,7.0,65.0,356.0,441.039979757085,12/26/2011,2017-12-26,2017,12
65489,Delhi,Delhi,5.0,51.0,277.0,441.039979757085,12/27/2011,2017-12-27,2017,12
65504,Delhi,Delhi,5.0,55.0,451.0,441.039979757085,12/27/2011,2017-12-27,2017,12
65505,Delhi,Delhi,21.0,151.0,644.0,441.039979757085,12/27/2011,2017-12-27,2017,12
65536,Delhi,Delhi,27.0,114.0,639.0,441.039979757085,12/27/2011,2017-12-27,2017,12
65548,Delhi,Delhi,5.0,57.0,405.0,441.039979757085,12/28/2011,2017-12-28,2017,12
65591,Delhi,Delhi,4.0,58.0,351.0,441.039979757085,12/28/2011,2017-12-28,2017,12
65592,Delhi,Delhi,10.0,138.0,464.0,441.039979757085,12/28/2011,2017-12-28,2017,12
65593,Delhi,Delhi,19.0,113.0,596.0,441.039979757085,12/28/2011,2017-12-28,2017,12
65594,Delhi,Delhi,4.0,43.0,218.0,441.039979757085,12/29/2011,2017-12-29,2017,12
65595,Delhi,Delhi,4.0,55.0,373.0,441.039979757085,12/29/2011,2017-12-29,2017,12
65596,Delhi,Delhi,8.0,82.0,162.0,441.039979757085,1/2/2012,2018-01-02,2018,1
65629,Delhi,Delhi,8.0,77.0,289.0,441.039979757085,1/2/2012,2018-01-02,2018,1
65654,Delhi,Delhi,30.0,113.0,283.0,441.039979757085,1/3/2012,2018-01-03,2018,1
65655,Delhi,Delhi,35.0,117.0,302.0,441.039979757085,1/3/2012,2018-01-03,2018,1
65656,Delhi,Delhi,3.0,96.0,201.0,441.039979757085,1/5/2012,2018-01-05,2018,1
65665,Delhi,Delhi,4.0,123.0,453.0,441.039979757085,1/11/2012,2018-01-11,2018,1
65666,Delhi,Delhi,6.0,108.0,666.0,441.039979757085,1/11/2012,2018-01-11,2018,1
65667,Delhi,Delhi,7.0,99.0,296.0,441.039979757085,1/14/2012,2018-01-14,2018,1
65668,Delhi,Delhi,43.0,113.0,405.0,441.039979757085,1/14/2012,2018-01-14,2018,1
65669,Delhi,Delhi,8.0,101.0,169.0,441.039979757085,1/15/2012,2018-01-15,2018,1
65670,Delhi,Delhi,10.0,89.0,213.0,441.039979757085,1/15/2012,2018-01-15,2018,1
65682,Delhi,Delhi,2.0,92.0,161.0,441.039979757085,1/16/2012,2018-01-16,2018,1
65683,Delhi,Delhi,15.0,71.0,218.0,441.039979757085,1/16/2012,2018-01-16,2018,1
65684,Delhi,Delhi,21.0,98.0,378.0,441.039979757085,1/19/2012,2018-01-19,2018,1
65727,Delhi,Delhi,24.0,110.0,274.0,441.039979757085,1/20/2012,2018-01-20,2018,1
65728,Delhi,Delhi,29.0,85.0,265.0,441.039979757085,1/21/2012,2018-01-21,2018,1
65740,Delhi,Delhi,7.0,114.0,208.0,441.039979757085,1/27/2012,2018-01-27,2018,1
65796,Delhi,Delhi,16.0,115.0,303.0,441.039979757085,1/27/2012,2018-01-27,2018,1
65797,Delhi,Delhi,15.0,104.0,216.0,441.039979757085,1/28/2012,2018-01-28,2018,1
65798,Delhi,Delhi,16.0,110.0,245.0,441.039979757085,1/28/2012,2018-01-28,2018,1
65805,Delhi,Delhi,10.0,107.0,207.0,441.039979757085,1/29/2012,2018-01-29,2018,1
65806,Delhi,Delhi,14.0,93.0,247.0,441.039979757085,2/2/2012,2018-02-02,2018,2
65807,Delhi,Delhi,17.0,96.0,454.0,441.039979757085,2/2/2012,2018-02-02,2018,2
65808,Delhi,Delhi,49.0,81.0,244.0,441.039979757085,2/2/2012,2018-02-02,2018,2
65809,Delhi,Delhi,21.0,91.0,151.0,441.039979757085,2/3/2012,2018-02-03,2018,2
65810,Delhi,Delhi,4.0,123.0,378.0,441.039979757085,2/5/2012,2018-02-05,2018,2
65825,Delhi,Delhi,6.0,94.0,194.0,441.039979757085,2/5/2012,2018-02-05,2018,2
65826,Delhi,Delhi,2.0,82.0,343.0,441.039979757085,2/6/2012,2018-02-06,2018,2
65827,Delhi,Delhi,2.0,50.0,61.0,441.039979757085,2/8/2012,2018-02-08,2018,2
65828,Delhi,Delhi,2.0,57.0,142.0,441.039979757085,2/8/2012,2018-02-08,2018,2
65858,Delhi,Delhi,5.0,128.0,496.0,441.039979757085,2/11/2012,2018-02-11,2018,2
65875,Delhi,Delhi,5.0,109.0,700.0,441.039979757085,2/11/2012,2018-02-11,2018,2
65912,Delhi,Delhi,14.0,84.0,90.0,441.039979757085,2/14/2012,2018-02-14,2018,2
65913,Delhi,Delhi,10.0,90.0,76.0,441.039979757085,2/15/2012,2018-02-15,2018,2
65914,Delhi,Delhi,10.0,109.0,202.0,441.039979757085,2/15/2012,2018-02-15,2018,2
65921,Delhi,Delhi,13.0,93.0,131.0,441.039979757085,2/16/2012,2018-02-16,2018,2
65922,Delhi,Delhi,24.0,110.0,195.0,441.039979757085,2/16/2012,2018-02-16,2018,2
65923,Delhi,Delhi,16.0,101.0,233.0,441.039979757085,2/17/2012,2018-02-17,2018,2
65924,Delhi,Delhi,18.0,113.0,283.0,441.039979757085,2/21/2012,2018-02-21,2018,2
65925,Delhi,Delhi,30.0,88.0,226.0,441.039979757085,2/21/2012,2018-02-21,2018,2
65955,Delhi,Delhi,31.0,107.0,285.0,441.039979757085,2/22/2012,2018-02-22,2018,2
65956,Delhi,Delhi,45.0,119.0,225.0,441.039979757085,2/22/2012,2018-02-22,2018,2
65966,Delhi,Delhi,10.0,48.0,108.0,441.039979757085,2/25/2012,2018-02-25,2018,2
66001,Delhi,Delhi,11.0,64.0,147.0,441.039979757085,2/26/2012,2018-02-26,2018,2
66002,Delhi,Delhi,15.0,115.0,425.0,441.039979757085,3/1/2012,2018-03-01,2018,3
66003,Delhi,Delhi,7.0,91.0,183.0,441.039979757085,3/2/2012,2018-03-02,2018,3
66017,Delhi,Delhi,25.0,93.0,304.0,441.039979757085,3/2/2012,2018-03-02,2018,3
66018,Delhi,Delhi,18.0,96.0,155.0,441.039979757085,3/3/2012,2018-03-03,2018,3
66019,Delhi,Delhi,34.0,114.0,275.0,441.039979757085,3/3/2012,2018-03-03,2018,3
66020,Delhi,Delhi,4.0,94.0,184.0,441.039979757085,3/4/2012,2018-03-04,2018,3
66056,Delhi,Delhi,2.0,121.0,505.0,441.039979757085,3/4/2012,2018-03-04,2018,3
66069,Delhi,Delhi,6.0,91.0,307.0,441.039979757085,3/4/2012,2018-03-04,2018,3
66111,Delhi,Delhi,2.0,92.0,223.0,441.039979757085,3/5/2012,2018-03-05,2018,3
66112,Delhi,Delhi,2.0,87.0,224.0,441.039979757085,3/6/2012,2018-03-06,2018,3
66113,Delhi,Delhi,4.0,83.0,253.0,441.039979757085,3/6/2012,2018-03-06,2018,3
66114,Delhi,Delhi,3.0,43.0,120.0,441.039979757085,3/7/2012,2018-03-07,2018,3
66115,Delhi,Delhi,2.0,59.0,63.0,441.039979757085,3/8/2012,2018-03-08,2018,3
66116,Delhi,Delhi,3.0,67.0,154.0,441.039979757085,3/8/2012,2018-03-08,2018,3
66126,Delhi,Delhi,2.0,100.0,112.0,441.039979757085,3/10/2012,2018-03-10,2018,3
66127,Delhi,Delhi,2.0,119.0,250.0,441.039979757085,3/10/2012,2018-03-10,2018,3
66164,Delhi,Delhi,7.0,102.0,603.0,441.039979757085,3/11/2012,2018-03-11,2018,3
66165,Delhi,Delhi,6.0,93.0,135.0,441.039979757085,3/14/2012,2018-03-14,2018,3
66176,Delhi,Delhi,5.0,72.0,166.0,441.039979757085,3/14/2012,2018-03-14,2018,3
66210,Delhi,Delhi,8.0,76.0,155.0,441.039979757085,3/15/2012,2018-03-15,2018,3
66211,Delhi,Delhi,11.0,84.0,184.0,441.039979757085,3/15/2012,2018-03-15,2018,3
66255,Delhi,Delhi,7.0,102.0,154.0,441.039979757085,3/16/2012,2018-03-16,2018,3
66271,Delhi,Delhi,12.0,102.0,272.0,441.039979757085,3/16/2012,2018-03-16,2018,3
66272,Delhi,Delhi,4.0,65.0,414.0,441.039979757085,3/20/2012,2018-03-20,2018,3
66273,Delhi,Delhi,14.0,73.0,843.0,441.039979757085,3/20/2012,2018-03-20,2018,3
66274,Delhi,Delhi,3.0,54.0,267.0,441.039979757085,3/21/2012,2018-03-21,2018,3
66290,Delhi,Delhi,28.0,66.0,527.0,441.039979757085,3/21/2012,2018-03-21,2018,3
66291,Delhi,Delhi,7.0,59.0,205.0,441.039979757085,3/22/2012,2018-03-22,2018,3
66298,Delhi,Delhi,26.0,56.0,379.0,441.039979757085,3/22/2012,2018-03-22,2018,3
66299,Delhi,Delhi,4.0,76.0,193.0,441.039979757085,3/24/2012,2018-03-24,2018,3
66300,Delhi,Delhi,11.0,102.0,296.0,441.039979757085,3/24/2012,2018-03-24,2018,3
66301,Delhi,Delhi,2.0,90.0,143.0,441.039979757085,3/25/2012,2018-03-25,2018,3
66302,Delhi,Delhi,4.0,58.0,208.0,441.039979757085,3/25/2012,2018-03-25,2018,3
66303,Delhi,Delhi,21.0,94.0,314.0,441.039979757085,3/27/2012,2018-03-27,2018,3
66314,Delhi,Delhi,14.0,59.0,317.0,441.039979757085,3/28/2012,2018-03-28,2018,3
66315,Delhi,Delhi,21.0,112.0,415.0,441.039979757085,4/1/2012,2018-04-01,2018,4
66316,Delhi,Delhi,2.0,107.0,115.0,441.039979757085,4/4/2012,2018-04-04,2018,4
66360,Delhi,Delhi,2.0,76.0,240.0,441.039979757085,4/4/2012,2018-04-04,2018,4
66420,Delhi,Delhi,2.0,76.0,163.0,441.039979757085,4/6/2012,2018-04-06,2018,4
66421,Delhi,Delhi,4.0,108.0,232.0,441.039979757085,4/6/2012,2018-04-06,2018,4
66422,Delhi,Delhi,4.0,45.0,133.0,441.039979757085,4/7/2012,2018-04-07,2018,4
66423,Delhi,Delhi,2.0,41.0,154.0,441.039979757085,4/7/2012,2018-04-07,2018,4
66424,Delhi,Delhi,4.0,54.0,54.0,441.039979757085,4/8/2012,2018-04-08,2018,4
66425,Delhi,Delhi,3.0,62.0,86.0,441.039979757085,4/8/2012,2018-04-08,2018,4
66426,Delhi,Delhi,4.0,52.0,106.0,441.039979757085,4/9/2012,2018-04-09,2018,4
66440,Delhi,Delhi,2.0,47.0,62.0,441.039979757085,4/9/2012,2018-04-09,2018,4
66441,Delhi,Delhi,2.0,105.0,119.0,441.039979757085,4/10/2012,2018-04-10,2018,4
66442,Delhi,Delhi,2.0,109.0,284.0,441.039979757085,4/10/2012,2018-04-10,2018,4
66443,Delhi,Delhi,3.0,114.0,214.0,441.039979757085,4/12/2012,2018-04-12,2018,4
66481,Delhi,Delhi,15.0,119.0,273.0,441.039979757085,4/12/2012,2018-04-12,2018,4
66491,Delhi,Delhi,2.0,98.0,219.0,441.039979757085,4/17/2012,2018-04-17,2018,4
66529,Delhi,Delhi,7.0,86.0,169.0,441.039979757085,4/17/2012,2018-04-17,2018,4
66530,Delhi,Delhi,4.0,87.0,201.0,441.039979757085,4/18/2012,2018-04-18,2018,4
66531,Delhi,Delhi,8.0,68.0,188.0,441.039979757085,4/18/2012,2018-04-18,2018,4
66532,Delhi,Delhi,2.0,75.0,227.0,441.039979757085,4/19/2012,2018-04-19,2018,4
66533,Delhi,Delhi,9.0,54.0,194.0,441.039979757085,4/19/2012,2018-04-19,2018,4
66559,Delhi,Delhi,7.0,96.0,232.0,441.039979757085,4/24/2012,2018-04-24,2018,4
66570,Delhi,Delhi,10.0,95.0,241.0,441.039979757085,4/25/2012,2018-04-25,2018,4
66604,Delhi,Delhi,3.0,66.0,124.0,441.039979757085,4/26/2012,2018-04-26,2018,4
66605,Delhi,Delhi,4.0,75.0,220.0,441.039979757085,4/26/2012,2018-04-26,2018,4
66606,Delhi,Delhi,5.0,48.0,132.0,441.039979757085,4/27/2012,2018-04-27,2018,4
66607,Delhi,Delhi,4.0,53.0,213.0,441.039979757085,4/28/2012,2018-04-28,2018,4
66608,Delhi,Delhi,3.0,96.0,109.0,441.039979757085,5/4/2012,2018-05-04,2018,5
66615,Delhi,Delhi,4.0,99.0,224.0,441.039979757085,5/4/2012,2018-05-04,2018,5
66639,Delhi,Delhi,13.0,77.0,201.0,441.039979757085,5/6/2012,2018-05-06,2018,5
66655,Delhi,Delhi,5.0,100.0,167.0,441.039979757085,5/6/2012,2018-05-06,2018,5
66656,Delhi,Delhi,2.0,46.0,136.0,441.039979757085,5/7/2012,2018-05-07,2018,5
66657,Delhi,Delhi,2.0,63.0,171.0,441.039979757085,5/7/2012,2018-05-07,2018,5
66658,Delhi,Delhi,2.0,36.0,90.0,441.039979757085,5/9/2012,2018-05-09,2018,5
66659,Delhi,Delhi,2.0,39.0,58.0,441.039979757085,5/9/2012,2018-05-09,2018,5
66674,Delhi,Delhi,2.0,106.0,122.0,441.039979757085,5/10/2012,2018-05-10,2018,5
66675,Delhi,Delhi,3.0,112.0,241.0,441.039979757085,5/10/2012,2018-05-10,2018,5
66732,Delhi,Delhi,4.0,117.0,183.0,441.039979757085,5/12/2012,2018-05-12,2018,5
66767,Delhi,Delhi,12.0,101.0,248.0,441.039979757085,5/12/2012,2018-05-12,2018,5
66768,Delhi,Delhi,2.0,93.0,200.0,441.039979757085,5/15/2012,2018-05-15,2018,5
66769,Delhi,Delhi,2.0,88.0,653.0,441.039979757085,5/16/2012,2018-05-16,2018,5
66779,Delhi,Delhi,2.0,68.0,735.0,441.039979757085,5/17/2012,2018-05-17,2018,5
66811,Delhi,Delhi,2.0,53.0,299.0,441.039979757085,5/18/2012,2018-05-18,2018,5
66832,Delhi,Delhi,7.0,50.0,652.0,441.039979757085,5/19/2012,2018-05-19,2018,5
66837,Delhi,Delhi,9.0,84.0,389.0,441.039979757085,5/20/2012,2018-05-20,2018,5
66847,Delhi,Delhi,4.0,95.0,437.0,441.039979757085,5/23/2012,2018-05-23,2018,5
66853,Delhi,Delhi,4.0,81.0,290.0,441.039979757085,5/24/2012,2018-05-24,2018,5
66854,Delhi,Delhi,2.0,59.0,438.0,441.039979757085,5/25/2012,2018-05-25,2018,5
66864,Delhi,Delhi,2.0,66.0,230.0,441.039979757085,5/29/2012,2018-05-29,2018,5
66865,Delhi,Delhi,3.0,105.0,362.0,441.039979757085,5/29/2012,2018-05-29,2018,5
66866,Delhi,Delhi,2.0,53.0,235.0,441.039979757085,5/30/2012,2018-05-30,2018,5
66917,Delhi,Delhi,4.0,70.0,448.0,441.039979757085,5/30/2012,2018-05-30,2018,5
66962,Delhi,Delhi,2.0,43.0,55.0,441.039979757085,6/7/2012,2018-06-07,2018,6
66963,Delhi,Delhi,2.0,27.0,85.0,441.039979757085,6/9/2012,2018-06-09,2018,6
66964,Delhi,Delhi,2.0,36.0,70.0,441.039979757085,6/9/2012,2018-06-09,2018,6
66965,Delhi,Delhi,9.0,110.0,523.0,441.039979757085,6/11/2012,2018-06-11,2018,6
66977,Delhi,Delhi,4.0,134.0,589.0,441.039979757085,6/11/2012,2018-06-11,2018,6
66978,Delhi,Delhi,2.0,114.0,154.0,441.039979757085,6/12/2012,2018-06-12,2018,6
67014,Delhi,Delhi,12.0,106.0,212.0,441.039979757085,6/12/2012,2018-06-12,2018,6
67026,Delhi,Delhi,2.0,77.0,312.0,441.039979757085,6/19/2012,2018-06-19,2018,6
67065,Delhi,Delhi,5.0,70.0,193.0,441.039979757085,6/19/2012,2018-06-19,2018,6
67098,Delhi,Delhi,2.0,40.0,515.0,441.039979757085,6/20/2012,2018-06-20,2018,6
67099,Delhi,Delhi,2.0,29.0,228.0,441.039979757085,6/20/2012,2018-06-20,2018,6
67127,Delhi,Delhi,2.0,42.0,406.0,441.039979757085,6/21/2012,2018-06-21,2018,6
67128,Delhi,Delhi,2.0,47.0,372.0,441.039979757085,6/22/2012,2018-06-22,2018,6
67129,Delhi,Delhi,2.0,62.0,530.0,441.039979757085,6/26/2012,2018-06-26,2018,6
67130,Delhi,Delhi,2.0,83.0,307.0,441.039979757085,6/27/2012,2018-06-27,2018,6
67131,Delhi,Delhi,2.0,37.0,307.0,441.039979757085,6/28/2012,2018-06-28,2018,6
67144,Delhi,Delhi,2.0,66.0,295.0,441.039979757085,6/28/2012,2018-06-28,2018,6
67145,Delhi,Delhi,2.0,36.0,209.0,441.039979757085,6/29/2012,2018-06-29,2018,6
67177,Delhi,Delhi,2.0,50.0,284.0,441.039979757085,6/29/2012,2018-06-29,2018,6
67178,Delhi,Delhi,5.0,54.0,137.0,441.039979757085,7/1/2012,2018-07-01,2018,7
67185,Delhi,Delhi,10.0,87.0,193.0,441.039979757085,7/1/2012,2018-07-01,2018,7
67222,Delhi,Delhi,14.0,100.0,195.0,441.039979757085,7/2/2012,2018-07-02,2018,7
67223,Delhi,Delhi,25.0,61.0,177.0,441.039979757085,7/2/2012,2018-07-02,2018,7
67224,Delhi,Delhi,2.0,65.0,185.0,441.039979757085,7/6/2012,2018-07-06,2018,7
67225,Delhi,Delhi,12.0,65.0,269.0,441.039979757085,7/6/2012,2018-07-06,2018,7
67226,Delhi,Delhi,2.0,61.0,102.0,441.039979757085,7/8/2012,2018-07-08,2018,7
67227,Delhi,Delhi,2.0,68.0,182.0,441.039979757085,7/8/2012,2018-07-08,2018,7
67231,Delhi,Delhi,9.0,99.0,544.0,441.039979757085,7/11/2012,2018-07-11,2018,7
67232,Delhi,Delhi,5.0,131.0,577.0,441.039979757085,7/11/2012,2018-07-11,2018,7
67233,Delhi,Delhi,2.0,51.0,46.0,441.039979757085,7/13/2012,2018-07-13,2018,7
67234,Delhi,Delhi,2.0,64.0,98.0,441.039979757085,7/13/2012,2018-07-13,2018,7
67235,Delhi,Delhi,2.0,64.0,89.0,441.039979757085,7/17/2012,2018-07-17,2018,7
67245,Delhi,Delhi,4.0,62.0,181.0,441.039979757085,7/17/2012,2018-07-17,2018,7
67246,Delhi,Delhi,2.0,51.0,114.0,441.039979757085,7/18/2012,2018-07-18,2018,7
67247,Delhi,Delhi,10.0,56.0,285.0,441.039979757085,7/18/2012,2018-07-18,2018,7
67248,Delhi,Delhi,4.0,54.0,138.0,441.039979757085,7/19/2012,2018-07-19,2018,7
67249,Delhi,Delhi,11.0,53.0,226.0,441.039979757085,7/19/2012,2018-07-19,2018,7
67250,Delhi,Delhi,3.0,38.0,65.0,441.039979757085,7/21/2012,2018-07-21,2018,7
67259,Delhi,Delhi,3.0,43.0,113.0,441.039979757085,7/22/2012,2018-07-22,2018,7
67260,Delhi,Delhi,5.0,64.0,120.0,441.039979757085,7/23/2012,2018-07-23,2018,7
67261,Delhi,Delhi,2.0,50.0,116.0,441.039979757085,7/24/2012,2018-07-24,2018,7
67262,Delhi,Delhi,5.0,50.0,82.0,441.039979757085,7/25/2012,2018-07-25,2018,7
67263,Delhi,Delhi,3.0,55.0,110.0,441.039979757085,7/26/2012,2018-07-26,2018,7
67294,Delhi,Delhi,2.0,61.0,106.0,441.039979757085,7/27/2012,2018-07-27,2018,7
67303,Delhi,Delhi,4.0,68.0,89.0,441.039979757085,7/28/2012,2018-07-28,2018,7
67346,Delhi,Delhi,2.0,78.0,179.0,441.039979757085,8/1/2012,2018-08-01,2018,8
67347,Delhi,Delhi,17.0,83.0,245.0,441.039979757085,8/1/2012,2018-08-01,2018,8
67348,Delhi,Delhi,15.0,100.0,168.0,441.039979757085,8/2/2012,2018-08-02,2018,8
67349,Delhi,Delhi,39.0,72.0,199.0,441.039979757085,8/2/2012,2018-08-02,2018,8
67350,Delhi,Delhi,2.0,55.0,148.0,441.039979757085,8/6/2012,2018-08-06,2018,8
67351,Delhi,Delhi,8.0,70.0,225.0,441.039979757085,8/6/2012,2018-08-06,2018,8
67359,Delhi,Delhi,2.0,54.0,72.0,441.039979757085,8/8/2012,2018-08-08,2018,8
67360,Delhi,Delhi,3.0,71.0,110.0,441.039979757085,8/8/2012,2018-08-08,2018,8
67387,Delhi,Delhi,29.0,130.0,232.0,441.039979757085,8/11/2012,2018-08-11,2018,8
67405,Delhi,Delhi,16.0,119.0,285.0,441.039979757085,8/11/2012,2018-08-11,2018,8
67406,Delhi,Delhi,2.0,43.0,57.0,441.039979757085,8/17/2012,2018-08-17,2018,8
67407,Delhi,Delhi,2.0,38.0,153.0,441.039979757085,8/17/2012,2018-08-17,2018,8
67408,Delhi,Delhi,2.0,47.0,53.0,441.039979757085,8/18/2012,2018-08-18,2018,8
67409,Delhi,Delhi,2.0,64.0,135.0,441.039979757085,8/18/2012,2018-08-18,2018,8
67410,Delhi,Delhi,2.0,35.0,69.0,441.039979757085,8/19/2012,2018-08-19,2018,8
67421,Delhi,Delhi,2.0,60.0,116.0,441.039979757085,8/19/2012,2018-08-19,2018,8
67422,Delhi,Delhi,3.0,50.0,49.0,441.039979757085,8/22/2012,2018-08-22,2018,8
67457,Delhi,Delhi,2.0,50.0,68.0,441.039979757085,8/23/2012,2018-08-23,2018,8
67458,Delhi,Delhi,2.0,52.0,43.0,441.039979757085,8/24/2012,2018-08-24,2018,8
67469,Delhi,Delhi,2.0,50.0,76.0,441.039979757085,8/25/2012,2018-08-25,2018,8
67514,Delhi,Delhi,2.0,61.0,37.0,441.039979757085,8/28/2012,2018-08-28,2018,8
67515,Delhi,Delhi,4.0,39.0,40.0,441.039979757085,8/29/2012,2018-08-29,2018,8
67516,Delhi,Delhi,12.0,84.0,222.0,441.039979757085,9/2/2012,2018-09-02,2018,9
67517,Delhi,Delhi,34.0,56.0,257.0,441.039979757085,9/2/2012,2018-09-02,2018,9
67518,Delhi,Delhi,2.0,122.0,264.0,441.039979757085,9/5/2012,2018-09-05,2018,9
67519,Delhi,Delhi,2.0,102.0,343.0,441.039979757085,9/5/2012,2018-09-05,2018,9
67531,Delhi,Delhi,2.0,50.0,179.0,441.039979757085,9/6/2012,2018-09-06,2018,9
67532,Delhi,Delhi,4.0,67.0,288.0,441.039979757085,9/6/2012,2018-09-06,2018,9
